2008-W-T1-USA-01A-2008,Indian Wells,Hard,96,26428
2008-W-T1-ITA-01A-2008,Rome,Clay,56,26484
2008-W-T1-CAN-01A-2008,Canadian Open,Hard,56,26396
2008-W-T3-USA-02A-2008,Cincinnati,Hard,32,26407
2008-W-T2-CHN-01A-2008,Beijing,Hard,28,697
2009-W-PM-USA-01A-2009,Indian Wells,Hard,96,1187
2009-W-PR-ITA-01A-2009,Rome,Clay,56,1201
2009-W-PM-ESP-01A-2009,Madrid,Clay,60,1205
2009-W-PR-USA-04A-2009,Cincinnati,Hard,56,1239
2009-W-PR-CAN-01A-2009,Canadian Open,Hard,56,1241
2009-W-PM-CHN-01A-2009,Beijing,Hard,60,1257
2010-W-PR-UAE-01A-2010,Dubai Open,Hard,56,2129
2010-W-PM-USA-01A-2010,Indian Wells,Hard,96,2073
2010-W-PM-ESP-01A-2010,Madrid,Clay,60,2093
2010-W-PR-USA-04A-2010,Cincinnati,Hard,56,2129
2010-W-PR-CAN-01A-2010,Canadian Open,Hard,56,2131
2010-W-PM-CHN-01A-2010,Beijing,Hard,60,2147
